qewr,qerwr,asdfsa,2022-07-08 00:36:54.570416979 UTC,adsfasfdsafawefewa
time,val
11844261823,-53
11851954130,-39
11859646437,-112
11867338744,-212
11875031051,-182
11882723358,-98
11890415665,-72
11898107972,-51
11905800279,-30
11913492586,11
11921184893,28
11928877200,-79
11936569507,-154
11944261814,-84
11951954121,2
11959646428,30
11967338735,4
11975031042,-84
11982723349,-126
11990415656,-51
11998107963,7
12005800270,-14
12013492577,-9
12021184884,25
12028877191,32
12036569498,37
12044261805,37
12051954112,9
12059646419,-23
12067338726,-21
12075031033,0
12082723340,-9
12090415647,-60
12098107954,-128
12105800261,-154
12113492568,-105
12121184875,-37
12128877182,-14
12136569489,-21
12144261796,-16
12151954103,-9
12159646410,-7
12167338717,0
12175031024,4
12182723331,4
12190415638,-14
12198107945,-53
12205800252,-123
12213492559,-179
12221184866,-70
12228877173,261
12236569480,726
12244261787,1312
12251954094,1674
12259646401,880
12267338708,-558
12275031015,-754
12282723322,-137
12290415629,-210
12298107936,-425
12305800243,-228
12313492550,-135
12321184857,-156
12328877164,-105
12336569471,-119
12344261778,-130
12351880750,-84
12359573057,-81
12367265364,-58
12374957671,0
12382649978,2
12390342285,-14
12398034592,16
12405726899,65
12413419206,91
12421111513,107
12428803820,128
12436496127,149
12444188434,170
12451880741,184
12459573048,175
12467265355,154
12474957662,147
12482649969,151
12490342276,147
12498034583,119
12505726890,60
12513419197,-21
12521111504,-100
12528803811,-168
12536496118,-238
12544188425,-294
12551880732,-270
12559573039,-226
12567265346,-284
12574957653,-371
12582649960,-366
12590342267,-329
12598034574,-303
12605726881,-273
12613419188,-252
12621111495,-238
12628803802,-212
12636496109,-182
12644188416,-165
12651880723,-149
12659573030,-133
12667265337,-121
12674957644,-107
12682649951,-88
12690342258,-74
12698034565,-65
12705726872,-44
12713419179,-28
12721111486,-16
12728803793,-23
12736496100,-42
12744188407,-42
12751880714,-46
12759573021,-60
12767265328,-65
12774957635,-65
12782649942,-67
12790342249,-84
12798034556,-112
12805726863,-107
12813419170,-74
12821111477,-70
12828803784,-67
12836496091,-51
12844188398,-56
12851880705,-70
12859573012,-67
12867265319,-74
12874957626,-79
12882649933,-67
12890342240,-67
12898034547,-74
12905726854,-60
12913325484,-18
12921017791,165
12928710098,565
12936402405,1135
12944094712,1707
12951787019,1487
12959479326,63
12967171633,-857
12974863940,-326
12982556247,-46
12990248554,-406
12997940861,-369
13005633168,-196
13013325475,-277
13021017782,-294
13028710089,-207
13036402396,-205
13044094703,-207
13051787010,-163
13059479317,-154
13067171624,-170
13074863931,-156
13082556238,-119
13090248545,-84
13097940852,-58
13105633159,-37
13113325466,-11
13121017773,23
13128710080,58
13136402387,77
13144094694,86
13151787001,105
13159479308,123
13167171615,130
13174863922,119
13182556229,95
13190248536,77
13197940843,42
13205633150,-23
13213325457,-79
13221017764,-114
13228710071,-147
13236402378,-165
13244094685,-168
13251786992,-161
13259479299,-154
13267171606,-154
13274863913,-144
13282556220,-128
13290248527,-135
13297940834,-154
13305633141,-144
13313325448,-128
13321017755,-126
13328710062,-128
13336402369,-123
13344094676,-112
13351786983,-107
13359479290,-107
13367171597,-95
13374863904,-93
13382556211,-91
13390248518,-77
13397940825,-77
13405633132,-98
13413325439,-100
13421017746,-77
13428710053,-63
13436402360,-74
13444094667,-107
13451786974,-123
13459479281,-107
13467171588,-105
13474765130,-112
13482457437,-95
13490149744,-74
13497842051,-91
13505534358,-114
13513226665,-126
13520918972,-142
13528611279,-142
13536303586,-121
13543995893,-119
13551688200,-119
13559380507,-112
13567072814,-105
13574765121,-95
13582457428,-98
13590149735,-105
13597842042,18
13605534349,362
13613226656,880
13620918963,1553
13628611270,1863
13636303577,847
13643995884,-581
13651688191,-537
13659380498,16
13667072805,-240
13674765112,-415
13682457419,-207
13690149726,-203
13697842033,-280
13705534340,-214
13713226647,-172
13720918954,-200
13728611261,-186
13736303568,-142
13743995875,-135
13751688182,-137
13759380489,-112
13767072796,-86
13774765103,-93
13782457410,-98
13790149717,-79
